Elapsed time,Driver,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:05.849',17b,-1.019,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.851',17b,-1.016,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.853',17b,-1.013,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.855',17b,-1.01,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.857',17b,-1.005,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.859',17b,-0.994,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.861',17b,-0.994,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.863',17b,-1.0,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.865',17b,-1.006,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.867',17b,-1.008,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.869',17b,-1.018,1.367,6.068,9.874,62.0,10.16,35.81
'0:05.871',17b,-1.033,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.873',17b,-1.044,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.875',17b,-1.049,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.877',17b,-1.044,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.879',17b,-1.034,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.881',17b,-1.039,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.883',17b,-1.049,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.885',17b,-1.047,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.887',17b,-1.047,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.889',17b,-1.057,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.891',17b,-1.063,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.893',17b,-1.065,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.895',17b,-1.068,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.897',17b,-1.08,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.899',17b,-1.096,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.901',17b,-1.106,1.202,6.061,9.842,62.0,10.16,35.99
'0:05.903',17b,-1.11,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.905',17b,-1.11,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.907',17b,-1.099,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.909',17b,-1.084,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.911',17b,-1.08,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.913',17b,-1.089,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.915',17b,-1.105,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.917',17b,-1.111,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.919',17b,-1.111,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.921',17b,-1.122,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.923',17b,-1.124,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.925',17b,-1.117,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.927',17b,-1.116,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.929',17b,-1.113,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.931',17b,-1.112,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.933',17b,-1.116,1.202,6.053,9.812,62.0,10.16,36.17
'0:05.935',17b,-1.115,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.938',17b,-1.111,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.940',17b,-1.117,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.942',17b,-1.12,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.944',17b,-1.112,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.946',17b,-1.113,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.948',17b,-1.115,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.950',17b,-1.113,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.952',17b,-1.12,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.954',17b,-1.132,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.956',17b,-1.165,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.958',17b,-1.209,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.960',17b,-1.229,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.962',17b,-1.221,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.964',17b,-1.204,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.966',17b,-1.181,2.507,6.043,9.782,62.0,10.16,36.3
'0:05.968',17b,-1.137,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.970',17b,-1.063,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.972',17b,-0.974,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.974',17b,-0.862,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.976',17b,-0.723,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.978',17b,-0.565,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.980',17b,-0.377,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.982',17b,-0.193,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.984',17b,-0.023,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.986',17b,0.144,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.988',17b,0.261,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.990',17b,0.32,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.992',17b,0.271,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.994',17b,0.032,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.996',17b,-0.289,2.507,6.036,9.755,62.0,10.16,36.46
'0:05.998',17b,-0.502,2.507,6.036,9.755,62.0,10.16,36.46
'0:06.000',17b,-0.652,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.002',17b,-0.857,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.004',17b,-1.015,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.006',17b,-1.072,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.008',17b,-1.12,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.010',17b,-1.165,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.012',17b,-1.187,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.014',17b,-1.19,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.016',17b,-1.182,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.018',17b,-1.176,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.020',17b,-1.17,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.022',17b,-1.163,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.024',17b,-1.161,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.026',17b,-1.138,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.028',17b,-1.126,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.030',17b,-1.133,1.388,6.028,9.732,62.0,10.16,36.6
'0:06.032',17b,-1.134,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.034',17b,-1.138,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.036',17b,-1.132,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.038',17b,-1.133,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.040',17b,-1.14,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.042',17b,-1.139,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.044',17b,-1.139,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.046',17b,-1.145,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.048',17b,-1.151,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.050',17b,-1.157,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.052',17b,-1.159,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.054',17b,-1.146,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.056',17b,-1.145,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.058',17b,-1.15,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.060',17b,-1.143,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.063',17b,-1.133,1.388,6.018,9.715,62.0,10.16,36.7
'0:06.065',17b,-1.133,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.067',17b,-1.15,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.069',17b,-1.159,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.071',17b,-1.151,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.073',17b,-1.154,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.075',17b,-1.17,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.077',17b,-1.174,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.079',17b,-1.168,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.081',17b,-1.168,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.083',17b,-1.179,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.085',17b,-1.177,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.087',17b,-1.15,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.089',17b,-1.14,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.091',17b,-1.156,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.093',17b,-1.141,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.095',17b,-1.111,1.057,6.011,9.693,62.0,10.16,36.78
'0:06.097',17b,-1.107,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.099',17b,-1.099,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.101',17b,-1.094,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.103',17b,-1.11,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.105',17b,-1.116,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.107',17b,-1.122,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.109',17b,-1.128,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.111',17b,-1.129,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.113',17b,-1.121,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.115',17b,-1.105,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.117',17b,-1.105,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.119',17b,-1.111,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.121',17b,-1.118,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.123',17b,-1.124,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.125',17b,-1.116,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.127',17b,-1.113,1.057,6.004,9.668,62.0,10.16,36.93
'0:06.129',17b,-1.111,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.131',17b,-1.11,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.133',17b,-1.115,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.135',17b,-1.11,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.137',17b,-1.107,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.139',17b,-1.112,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.141',17b,-1.102,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.143',17b,-1.098,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.145',17b,-1.095,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.147',17b,-1.087,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.149',17b,-1.09,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.151',17b,-1.094,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.153',17b,-1.088,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.155',17b,-1.087,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.157',17b,-1.082,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.159',17b,-1.072,1.823,5.999,9.638,67.0,10.16,37.07
'0:06.161',17b,-1.072,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.163',17b,-1.076,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.165',17b,-1.077,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.167',17b,-1.074,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.169',17b,-1.068,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.171',17b,-1.061,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.173',17b,-1.058,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.175',17b,-1.047,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.177',17b,-1.033,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.179',17b,-1.024,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.181',17b,-1.018,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.183',17b,-1.015,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.185',17b,-1.006,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.188',17b,-0.993,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.190',17b,-0.993,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.192',17b,-0.994,1.823,5.991,9.608,67.0,10.16,37.18
'0:06.194',17b,-0.983,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.196',17b,-0.974,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.198',17b,-0.978,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.200',17b,-0.979,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.202',17b,-0.971,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.204',17b,-0.963,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.206',17b,-0.96,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.208',17b,-0.953,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.210',17b,-0.924,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.212',17b,-0.895,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.214',17b,-0.897,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.216',17b,-0.902,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.218',17b,-0.907,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.220',17b,-0.912,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.222',17b,-0.908,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.224',17b,-0.899,0.891,5.984,9.576,67.0,10.16,37.27
'0:06.226',17b,-0.879,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.228',17b,-0.873,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.230',17b,-0.873,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.232',17b,-0.868,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.234',17b,-0.872,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.236',17b,-0.867,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.238',17b,-0.864,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.240',17b,-0.877,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.242',17b,-0.879,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.244',17b,-0.875,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.246',17b,-0.878,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.248',17b,-0.883,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.250',17b,-0.891,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.252',17b,-0.9,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.254',17b,-0.913,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.256',17b,-0.932,0.891,5.979,9.541,67.0,10.16,37.36
'0:06.258',17b,-0.942,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.260',17b,-0.957,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.262',17b,-0.971,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.264',17b,-0.974,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.266',17b,-0.982,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.268',17b,-0.989,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.270',17b,-1.005,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.272',17b,-1.033,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.274',17b,-1.047,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.276',17b,-1.057,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.278',17b,-1.068,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.280',17b,-1.066,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.282',17b,-1.055,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.284',17b,-1.061,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.286',17b,-1.085,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.288',17b,-1.101,1.015,5.971,9.509,67.0,10.16,37.41
'0:06.290',17b,-1.115,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.292',17b,-1.126,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.294',17b,-1.131,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.296',17b,-1.14,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.298',17b,-1.145,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.300',17b,-1.14,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.302',17b,-1.139,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.304',17b,-1.149,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.306',17b,-1.159,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.308',17b,-1.157,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.310',17b,-1.162,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.313',17b,-1.17,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.315',17b,-1.167,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.317',17b,-1.171,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.319',17b,-1.177,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.321',17b,-1.179,1.015,5.964,9.476,67.0,10.16,37.49
'0:06.323',17b,-1.185,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.325',17b,-1.183,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.327',17b,-1.181,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.329',17b,-1.188,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.331',17b,-1.195,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.333',17b,-1.192,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.335',17b,-1.187,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.337',17b,-1.194,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.339',17b,-1.203,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.341',17b,-1.209,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.343',17b,-1.209,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.345',17b,-1.201,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.347',17b,-1.198,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.349',17b,-1.196,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.351',17b,-1.188,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.353',17b,-1.178,0.787,5.956,9.447,67.0,10.16,37.6
'0:06.355',17b,-1.181,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.357',17b,-1.189,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.359',17b,-1.196,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.361',17b,-1.193,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.363',17b,-1.189,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.365',17b,-1.192,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.367',17b,-1.195,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.369',17b,-1.2,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.371',17b,-1.205,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.373',17b,-1.211,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.375',17b,-1.215,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.377',17b,-1.207,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.379',17b,-1.198,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.381',17b,-1.198,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.383',17b,-1.198,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.385',17b,-1.198,0.787,5.949,9.422,67.0,10.16,37.69
'0:06.387',17b,-1.198,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.389',17b,-1.187,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.391',17b,-1.177,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.393',17b,-1.171,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.395',17b,-1.177,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.397',17b,-1.185,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.399',17b,-1.185,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.401',17b,-1.182,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.403',17b,-1.178,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.405',17b,-1.181,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.407',17b,-1.181,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.409',17b,-1.177,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.411',17b,-1.172,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.413',17b,-1.174,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.415',17b,-1.176,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.417',17b,-1.172,1.243,5.941,9.394,67.0,10.17,37.75
'0:06.419',17b,-1.173,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.421',17b,-1.176,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.423',17b,-1.182,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.425',17b,-1.183,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.427',17b,-1.179,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.429',17b,-1.177,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.431',17b,-1.166,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.433',17b,-1.159,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.435',17b,-1.167,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.438',17b,-1.167,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.440',17b,-1.167,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.442',17b,-1.172,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.444',17b,-1.163,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.446',17b,-1.155,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.448',17b,-1.159,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.450',17b,-1.163,1.243,5.934,9.367,67.0,10.17,37.79
'0:06.452',17b,-1.165,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.454',17b,-1.166,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.456',17b,-1.172,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.458',17b,-1.179,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.460',17b,-1.176,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.462',17b,-1.167,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.464',17b,-1.168,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.466',17b,-1.174,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.468',17b,-1.171,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.470',17b,-1.165,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.472',17b,-1.162,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.474',17b,-1.167,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.476',17b,-1.17,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.478',17b,-1.167,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.480',17b,-1.167,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.482',17b,-1.179,1.243,5.926,9.345,67.0,10.16,37.8
'0:06.484',17b,-1.192,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.486',17b,-1.182,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.488',17b,-1.174,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.490',17b,-1.179,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.492',17b,-1.181,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.494',17b,-1.183,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.496',17b,-1.185,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.498',17b,-1.185,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.500',17b,-1.185,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.502',17b,-1.179,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.504',17b,-1.182,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.506',17b,-1.195,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.508',17b,-1.195,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.510',17b,-1.196,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.512',17b,-1.204,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.514',17b,-1.205,1.243,5.919,9.32,67.0,10.16,37.81
'0:06.516',17b,-1.205,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.518',17b,-1.21,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.520',17b,-1.205,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.522',17b,-1.189,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.524',17b,-1.162,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.526',17b,-1.151,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.528',17b,-1.167,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.530',17b,-1.177,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.532',17b,-1.181,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.534',17b,-1.182,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.536',17b,-1.172,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.538',17b,-1.178,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.540',17b,-1.194,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.542',17b,-1.192,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.544',17b,-1.187,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.546',17b,-1.188,1.761,5.912,9.302,67.0,10.16,37.82
'0:06.548',17b,-1.187,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.550',17b,-1.189,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.552',17b,-1.185,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.554',17b,-1.174,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.556',17b,-1.172,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.558',17b,-1.173,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.560',17b,-1.168,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.563',17b,-1.163,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.565',17b,-1.159,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.567',17b,-1.154,1.761,5.904,9.3,67.0,10.16,37.85
'0:06.569',17b,-1.155,1.761,5.904,9.3,67.0,10.16,37.85
